"name","gender"
"LISCHER Lukas","Men"
"HEER Piet","Men"
"HASEK Jan","Men"
"LAMPIC Anamarija","Women"
"HICKS Annika","Women"
"BAUDIN Francesca","Women"
"TRIBE Erin","Women"
"STRUPLER Annina","Women"
"EINFALT Lea","Women"
"HERNANDEZ Elisa","Women"
"BACKSCHEIDER Adrien","Men"
"INNIGER Mathias","Men"
"BRIGADOI Mauro","Men"
"WEEGER Markus","Men"
"RASTELLI Maicol","Men"
"TRITSCHER Bernhard II","Men"
"BERTOLINA Mirco","Men"
"MULLER Claudio","Men"
"PROSEN Luka","Men"
"GOSTINCAR Luka","Men"
"PRAZNIK Aljaz","Men"
"JORBA Oscar","Men"
"HERNANDEZ Marcos","Men"
"RADKOV Georgi","Men"
"BONTHOUX Mickael","Men"
"GERBER Roger","Men"
"CESTER Vincent","Men"
"SCHAAD Roman","Men"
"BONOLINI Fabrizio","Men"
"SCHAAD Fabian","Men"
"KAESER Erwan","Men"
"REZZONICO Matteo","Men"
"CERUTTI Yannick","Men"
"VONTOBEL Andrin","Men"
"HOESLI Corsin","Men"
"KINDSCHI Linard","Men"
"ENGEL Clyde","Men"
"HAMMER Reto","Men"
"RENGGLI Lars","Men"
"SCHULER Rene","Men"
"LINDEGGER Janis","Men"
"KINDSCHI Curdin","Men"
"COUPLAN Sylvain","Men"
"SKORY Roberto","Men"
"BIERI Yann","Men"
"THALMANN Florian","Men"
"RENGGLI Nils","Men"
"HIERNICKEL Ludwig","Men"
"BIELER Livio","Men"
"DU PASQUIER Arnaud","Men"
"DANUSER Marius","Men"
"ARNOLDI Martino","Men"
"STUDER Etan","Men"
"JAEGER Christa","Women"
"VONTOBEL Rebecca","Women"
"MALLE Johanna","Women"
"ROGANTINI Claudia","Women"
"MUELLER Natalia","Women"
"JAEGER Barbara","Women"
"VON SIEBENTHAL Nathalie","Women"
"MEINEN Susi","Women"
"PHILIPONA Julia","Women"
"MEIER-RUGE Ladina","Women"
"CARLEN Chantal","Women"
"EGGER Jennifer","Women"
"VON SIEBENTHAL Patricia","Women"
"JACOB Helene","Women"
"WAGNER Sarah","Women"
"GRUBER Anja","Women"
"HINZ Vanessa","Women"
"KOENIG Lisa","Women"
"WAIDELICH Sarah","Women"
"VIGO Berta","Women"
"HEYNEN Anna-Lena","Women"
"EBERSPACHER Florian","Men"
"ROHDE Florian","Men"
"DESCHAMPS Louis","Men"
"EBNER Lukas","Men"
"MEINGAST Roy","Men"
"BENEDIKT Bernhard","Men"
"NEDZA-KUBINIEC Andrzej","Men"
"ANTOLEC Jan","Men"
"RAZYM Pavel","Men"
"KUKUCZKA Krzysztof","Men"
"UNGER Patrick","Men"
"KOVACS Paul","Men"
"KUHN Matthias","Men"
"NAKAS Georgios","Men"
"LUTZ Leandro","Men"
"CHAUVET Clara","Women"
"SIMON Agnes","Women"
"GRACZ Boguslaw","Men"
"NIESS Pierre","Men"
"MONTIGNY Sigrid","Women"
"BELLET Noe","Men"
"STOFFEL Katja","Women"
"MURPHY Tucker","Men"
"LAURENT Greta","Women"
"SCHALLINGER Michael","Men"
"ORLOVIUS Tim","Men"
"LOEFFLER Jonas","Men"
"GOLZOW Alina","Women"
"FACKERELL Lescinska","Women"
"NOTZ Florian","Men"
"DOBLER Jonas","Men"
"PECHER Lukas","Men"
"MIKHAJLOVA Ilona","Women"
"EDELBAUER Sandra","Women"
"FLECKER Maria","Women"
"BONALDI Sergio","Men"
"PAREDI Simone","Men"
"IVERSON Mark","Men"
"POLUKEEV Sergey","Men"
"MUHOMETZIANOVA Yulia","Women"
"BUCHER Elias","Men"
"FIGI Rolf","Men"
"CUENOT Gaspard","Men"
"BRUCHEZ Romain","Men"
"VULLIOND Colin","Men"
"RAUBER Sebastian","Men"
"HOLZGANG Sarah","Women"
"BREU Marlyse","Women"
"KUENG Gabriela","Women"
"WALDMEIER Silvio","Men"
"MAGDIKA Simone","Women"
"SCHNURR Theresia","Women"
"VIRGILIO Audrey","Women"
"JANOSEC Miroslav","Men"
"VOZKA Pavel","Men"
"ADAMIKOVA Eliska","Women"
"REISSMANN Simon","Men"
"SIKORA Jakub","Men"
"PLUVINET Jonathan","Men"
"ZEMP Linus","Men"
"TISSIERES Daniel","Men"
"PICHARD Julien","Men"
"RUEEGG Florian","Men"
"JOLLER Bruno","Men"
"ZIHLMANN Barbara","Women"
"DAENZER Beatrice","Women"
"ROY Zoe","Women"
"WALSER Markus","Men"
"WAEFLER Roger","Men"
"DESSIBOURG Benoit","Men"
"PENG Mario","Men"
"KLAESI Theres","Women"
"BUSCHOR Gabriela","Women"
"BOURLAKOVA Anastassiia","Women"
"KINDSCHI Stefan","Men"
"UHL Juergen","Men"
"HUNTER Andrew","Men"
"QUINN-HURST Colin","Men"
"QUINN-HURST Erin","Women"
"SEEGER Christian","Men"
"KORTHAUER Aurelia","Women"
"ZEITER Sarah","Women"
"MESSIKOMMER Pascal","Men"
"ZEMP Melanie","Women"
"SCHUMACHER Tanja","Women"
"DOERFLINGER Manuela","Women"
"ELLEFSON Sylvan","Men"
"SWANK Adam","Men"
"WATT Andre","Men"
"WALCZAK Karl","Men"
"REYNOLDS Tim","Men"
"KAEDING Gus","Men"
"SMITH Joshua","Men"
"BRIGGS Matthew","Men"
"CAMERON Jeffrey","Men"
"BURRUSS Oliver","Men"
"PUIRAS Timothy","Men"
"STUBER Maria","Women"
"WINTERS Johanna","Women"
"STEWART Brandy","Women"
"LITTLE Chelsea","Women"
"BOGDANOV Evgeniy","Men"
"STEURER Thomas","Men"
"KARJALUOTO Heikki","Men"
"LINTZEN Nina","Women"
"JOENSSON Markus","Men"
"GRANDJEAN Frederic","Men"
"SUCHY Jiri","Men"
"JETMAROVA Jana","Women"
"MELCHER Gian Duri","Men"
"AFANASEV Dmitriy","Men"
"SHISHOV Maksim","Men"
"VINOGRADOV Leonid","Men"
"PLIUSNIN Alexey","Men"
"TROPNIKOV Alexey","Men"
"NEGUTSA Anastasija","Women"
"VINOGRADOVA Alla","Women"
"HVATOVA Irina","Women"
"AGEEVA Olga","Women"
"MIHAILOVA Anastasia","Women"
"KUBASOVA Doriola","Women"
"KONDRASHKINA Jana","Women"
"PLUSNINA Irina","Women"
"MAHOOD Colin","Men"
"DRAEYER Jonas","Men"
"TRACHSEL Beat","Men"
"VOGT Urs","Men"
"HEDIGER Damien","Men"
"VIAL Julien","Men"
"SCHWAB Dominique","Men"
"ZBINDEN Sandro","Men"
"CAPT Edwige","Women"
"ZELLER Karin","Women"
"AUBERT Rebecca","Women"
"WAEFLER Chantal","Women"
"RENART Vincent","Men"
"KJERSTAD Thomas A-","Men"
"OEYBERG Thomas","Men"
"INDREDAVIK Baard","Men"
"STRAND Daniel","Men"
"WESTON Tim","Men"
"KIM Jung-Min","Men"
"KEEFE Tom","Men"
"WARD Casey James","Men"
"HANLEY Owen","Men"
"PETERS Sarah","Women"
"PHILLIPS Belinda","Women"
"COOGAN Corey","Women"
"LIEBNER Andy","Men"
"ANIKIN Nikolai","Men"
"KOCHEN Tami","Women"
"WEIER Matthew","Men"
"WICKSTROEM Erik","Men"
"FITZGERALD William","Men"
"MUELLER Sebastian","Men"
"KINDSCHI Martin","Men"
"SCHWEIZER Ines","Women"
"SKINSTAD Carl","Men"
"NADEAU Charles","Men"
"BEWICK Rob","Men"
"TAKAHASHI Kazuma","Men"
"JAQUES Joel","Men"
"ZYLBERBERG David","Men"
"RUEL Vincent","Men"
"RUEL Christian","Men"
"MCCARTHY Ed","Men"
"GELINAS Charles","Men"
"VACHON Denis","Men"
"SEGUIN Jeff","Men"
"BEAUDET Simon","Men"
"DOBLE Mark","Men"
"SPILLER Robert","Men"
"MAMEN Christen","Men"
"REDPATH Tara","Women"
"TREMBLAY ST-GERMAIN Amelie","Women"
"NADEAU Gabrielle","Women"
"MCMURTRY Kim","Women"
"MADLUNG Alison","Women"
"WUNDERLE Raphael","Men"
"EASTER Justin","Men"
"MEYER Eric","Men"
"WOODBURY Tim","Men"
"HENKEL Heidi","Women"
"DOMINICK Sarah","Women"
"SOLOVIEV Alexey","Men"
"DERBIN Dmitrij","Men"
"KONOHOVA Ksenia","Women"
"KIESEL Jess","Men"
"CASE Ian","Men"
"VIOLETT Phillip","Men"
"FLORA Erik","Men"
"PARK Nathan","Men"
"MILLIGAN Kelly","Women"
"SHEAHAN Tara","Women"
"QUIGGLE Ashley","Women"
"LAPOINT Kara","Women"
"MCQUEEN Ashley","Women"
"HENRIQUES Dominic","Men"
"LUNDAMO Trine","Women"
"WARD Natalie","Women"
"PULKKANEN Pirkko","Women"
"ROBERTS Andrea","Women"
"STUDEBAKER Sara","Women"
"STEITZ Korie","Women"
"PARK Melina","Women"
"FLOWERS Erika","Women"
"DOLAN Kate","Women"
"DAUWALTER Courtney","Women"
"MCGURK Luke","Men"
"CUMMINGS Matt","Men"
"COOK Jack","Men"
"GREER Brittany","Women"
"DEYNE Mallory","Women"
"HUDSON Megan","Women"
"SCHWEIGER Sara","Women"
"MAEKI Anna-Karin","Women"
"NIGHBOR Andrea","Women"
"COOK Anelies","Women"
"MACCARTHY Sarah","Women"
"TEDROW Jason","Men"
"SCHAUER Paul","Men"
"CLARK Daniel","Men"
"WATTS Dylan","Men"
"SINGLETON Justin","Men"
"HAMILTON Erin","Women"
"COOLIDGE Kelsey Elizabeth","Women"
"FRITZ Lauren","Women"
"BAKER Davya","Women"
"SCHWAR Werner","Men"
"MCCARTHY Tom","Men"
"BRIERE Renald","Men"
"STERLING Nick","Men"
"VAN DER RHEE Anna","Women"
"DE YONG Nicole","Women"
"MATTSSON Christina","Women"
"WEBER Aita","Women"
"ROMER Martina","Women"
"BOND Glenn","Men"
"METTLER Samuel","Men"
"SENN Bernhard","Men"
"ANDERSEN Hans Tore","Men"
"GUISOLAN Emilie","Women"
"YURICH Chad","Men"
"DAUSHKKNE Inga","Women"
"TAKAGUCHI Yoshiki","Men"
"URECH Christoph","Men"
"DONZALLAZ Nicole","Women"
"BOWEN Philip","Men"
"ZIMMER Sara","Women"
"SOUTHWELL Julie","Women"
"HART Steven","Men"
"UNDERWOOD Katie","Women"
"MARTIN Marie-Helene","Women"
"STEINER Adrian","Men"
"CATHRY Flavia","Women"
"FATZER Melanie","Women"
"SEYD Seyed Sattar","Men"
"SONNTAG Benjamin","Men"
"SANDOZ Daniel","Men"
"KEALEY Sheila","Women"
"SZABO Eva","Women"
"ALM Henrik","Men"
"OLEX Max","Men"
"HORAND Silvan","Men"
"TAMBORNINO Linard","Men"
"AIROLDI Adam","Men"
"HABENICHT Tobias","Men"
"KLINAR Mark","Men"
"LENNIE Aidan","Men"
"RICHARD Etienne","Men"
"THOMPSON Bob","Men"
"CASCAGNETTE Jordan","Men"
"ALLAIN Riel","Men"
"BOUCHARD Xavier","Men"
"JOHNSGAARD Knute","Men"
"ABBOTT Colin","Men"
"BEISEL Peter","Men"
"MARCHAND Andre","Men"
"POWER Kyle","Men"
"LAPIERRE Yannick","Men"
"FORTIN Mathieu","Men"
"HAWKINGS Lee","Men"
"THOMAS Alana","Women"
"CRAWFORD Anna","Women"
"CHARTRAND Emilie","Women"
"PICHARD-JOLICOEUR Alexia","Women"
"LAY Adele","Women"
"WORKUN-HILL Michelle","Women"
"PEPIN Camille","Women"
"HAGGARTY Daphne","Women"
"DROLET Caroline","Women"
"BERUBE Noemi","Women"
"CARON Elise","Women"
"PAQUETTE Myriam","Women"
"BILODEAU-CORRIVEAU Marie-Eve","Women"
"THOMPSON Mary","Women"
"SULLIVAN Scott","Men"
"KILLICK Anthony","Men"
"DEBOLD Douglas","Men"
"WYLIE Matthew","Men"
"HORST Fritz","Men"
"GUNKA Jimmy","Men"
"COUTURIER Raphael","Men"
"COULTER Dudley","Men"
"GRALD Dylan","Men"
"MILLS-CONNERY Fraser","Men"
"LENNIE Leif","Men"
"SCHRAMA Martin","Men"
"D HONT Thomsen","Men"
"MEHAIN Heather","Women"
"ALLAN Bronwyn","Women"
"LEE Andrea","Women"
"HOWIE Michaela","Women"
"SPIKA Devon","Women"
"HAMILTON Christopher","Men"
"HALL Rachel","Women"
"VEZINA Frederique","Women"
"FAGERSTROM Erik","Men"
"WEBER Audrey","Women"
"HUGHSON Bryon","Men"
"MARKVARDSEN Monica","Women"
"POIRIER Nicolas","Men"
"STEUDLER Carl","Men"
"HAVLICK Miles","Men"
"PARRY John","Men"
"SABO Raymond","Men"
"SINCLAIR David","Men"
"HALVORSEN Hans","Men"
"BAILEY Fred","Men"
"O BRIEN Patrick","Men"
"MARSHALL Sam","Men"
"GARREC Lucy","Women"
"PREVOT Corinne","Women"
"DREISSIGACKER Hannah","Women"
"NOYES Mali","Women"
"FICK Ben","Men"
"MARSTON Chase","Men"
"KILLIGREW Megan","Women"
"WHITHAM Karmen","Women"
"TALKINGTON Madeleine","Women"
"SCHULZ Alex","Men"
"ROSS Austin","Men"
"NAEF Nicole","Women"
"KORTHAUER Marius","Men"
"BOWLER Bill","Men"
"QUINLEY Elizabeth","Women"
"DEWITT Laura","Women"
"COULTER Julia","Women"
"OCARIZ Santiago","Men"
"FJELDHEIM Ingrid","Women"
"PREUSSLER Lutz","Men"
"BOHMOVA Eva","Women"
"TEIEN Karoline Burdahl","Women"
"COULTER Anna","Women"
"KOONS Nils","Men"
"WOLCOTT Eric","Men"
"DAVIS Skyler","Men"
"JORTBERG Jessica","Women"
"BOWLER Chris","Men"
"LANG Jesse","Men"
"SMITH Jesse","Men"
"HUGUS Benjamin","Men"
"FREEMAN Carolyn","Women"
"STOCK Corey","Women"
"GILLIS Christina","Women"
"FRANKOWSKI Rosie","Women"
"BERGLUND Anna-Karin","Women"
"SCHEMBER Paige","Women"
"BATHE Nichole","Women"
"SCOTT Ryan","Men"
"BRONGA Jaime","Women"
"KANADY Rachelle","Women"
"POKORNY Annie","Women"
"NEEL Patrick","Men"
"HELLEBOSTAD Tor-Haakon","Men"
"MALLAMS Ian","Men"
"LACY Scott","Men"
"SMITH Tom","Men"
"HAVLICK Ian","Men"
"KENNEDY Russell","Men"
"NADLER Andrew","Men"
"ERMOSHINA Polina","Women"
"KEMP Rose","Women"
"TALBOT Cole","Men"
"RICHMOND Andrew","Men"
"EDWARDS Cassidy","Women"
"KONIECZNY Rebecca","Women"
"HOLMES Chelsea","Women"
"FLATLAND Ingvild","Women"
"GUINEY Elizabeth","Women"
"SELLEGREN Gretchen","Women"
"COE Christian","Men"
"KUKLIN Mikhail","Men"
"SHATAGIN Anton","Men"
"BOGDANOV Stanislav","Men"
"JAPAROV Dmitriy","Men"
"GAZIEV Radik","Men"
"DEVJATIAROV Valentin","Men"
"VALIAKHMETOV Ravil","Men"
"FADEEV Maxim","Men"
"SMIRNOV Mikhail","Men"
"LOSCHININ Ivan","Men"
"PYZHOV Nikolay","Men"
"GAZIEV Ruslan","Men"
"BAIBORODOV Evgeniy","Men"
"ANDREEV Anton","Men"
"KONONOV Ivan","Men"
"SHEBOLKIN Evgeniy","Men"
"ALEKHIN Viacheslav","Men"
"NOVITSKIY Evgeny","Men"
"MOSHKIN Alexey","Men"
"GORLANOV Ivan","Men"
"LUTKOV Mikhail","Men"
"VLASOV Andrey","Men"
"SLAVUTSKIY Alexander","Men"
"HASANOV Andrey","Men"
"KISLIAKOV Egor","Men"
"ARKHIPOVSKIY Alexander","Men"
"KROYT Lev","Men"
"KHNYGIN Alexander","Men"
"PAVLOV Ivan","Men"
"LEMANOV Jakov","Men"
"ZIATKOVA Marina","Women"
"PARFINENKO Olga","Women"
"POVALIAEVA Anna","Women"
"KOKOVINA Svetlana","Women"
"GRUSHINA Anna","Women"
"KURAMSHINA Viktoria","Women"
"SOKOLOVA Tatjana","Women"
"DEMENEVA Nadezhda","Women"
"TSAREVA Olga","Women"
"STALMAKHOVICH Daria","Women"
"MEDVEDEVA Anna","Women"
"NEMTSOVA Nina","Women"
"SIRAZETDINOVA Leisan","Women"
"ZINNUROVA Albina","Women"
"ZEIBEL Olga","Women"
"SOKOLOVA Kristina","Women"
"TRUHINA Marina","Women"
"BATURINA Galina","Women"
"FEDENOK Daria","Women"
"FEDULOVA Yulia","Women"
"LAPINA Natalia","Women"
"SAVINA Kristina","Women"
"BUBLIK Anastasia","Women"
"ARTEEVA Natalia","Women"
"SERGEEVA Olga","Women"
"ZIUZEV Anton","Men"
"NIGMATULLIN Ilshat","Men"
"SMOLIANIN Andrey","Men"
"LARKOV Andrey","Men"
"DZHUMOV Alexey","Men"
"IGNATIEV Konstantin","Men"
"SAFIN Ildar","Men"
"KALININ Alexander","Men"
"BAKLANOV Dmitriy","Men"
"ABULOV Radik","Men"
"POROSHKOV Alexander","Men"
"PISAREV Vadim","Men"
"KOVALEV Maxim","Men"
"KULBAKIN Leonid","Men"
"ARHIPKIN Pavel","Men"
"SOSNIN Mikhail","Men"
"SHAPAROV Dmitry","Men"
"NIKONOROV Nikolay","Men"
"ULIASHEV Evgeniy","Men"
"DURKIN Mikhail","Men"
"MALEEV Petr","Men"
"UTKIN Alexander","Men"
"ZIUZEV Alexander","Men"
"FELLER Maxim","Men"
"POPELIAEVA Natalia","Women"
"IZHUTINA Nadezhda","Women"
"GLADYSHEVA Viktoria","Women"
"NEUSTROEVA Anna","Women"
"SKOPINA Ekaterina","Women"
"KUZNETSOVA Maria","Women"
"PECHENKINA Olga","Women"
"GRAHOVA Anna","Women"
"CHUDINA Oxana","Women"
"SITNIKOVA Irina","Women"
"RAMSEY Welly","Men"
"MICHAUD Nick","Men"
"TURGEON Alexis","Men"
"DIXON John","Men"
"BUETOW Jordan","Men"
"MARTELL Evan","Men"
"CALDWELL Isabel","Women"
"FICHTER Gage","Women"
"POLACH Martin","Men"
"KUBINA Matej","Men"
"PSENICKA Jakub","Men"
"SEDLACEK Vaclav","Men"
"CHARVATOVA Lucie","Women"
"SCHUETZOVA Sandra","Women"
"RYPL Miroslav","Men"
"SRAIL Jan","Men"
"GRAEF Jakub","Men"
"HLAVACEK Arnost","Men"
"STOCHL Jan","Men"
"ONDRASEK Pavel","Men"
"KRONIKA Jan","Men"
"RADL Jakub","Men"
"KOPAL Krystof","Men"
"BARTUNEK Michal","Men"
"CECH Jan","Men"
"JANOUSKOVA Vendula","Women"
"NOVAKOVA Petra","Women"
"ARTEMYEV Alexander","Men"
"KAUPPINEN Aki","Men"
"HARJU Mikko","Men"
"PALO Jukka","Men"
"STORVALL Emma","Women"
"NURMI Eeva","Women"
"BECHTIGER Raphael","Men"
"PHILLIPS Erin","Men"
"KERKOVIUS Jeffrey","Men"
"DOUGHERTY Andrew","Men"
"KLAESSON Linn Haevelsrud","Women"
"SCHAIRER Samson","Men"
"HERZOG Daniel","Men"
"WINKLER Luca","Men"
"WEISHEIT Martin","Men"
"METZ Lennart","Men"
"WETTERLING Felix","Men"
"MADLENER Moritz","Men"
"ECKERT Alexander","Men"
"FROST Robin","Men"
"DAUDERT Anna","Women"
"GNUECHTEL Jessica","Women"
"WIRTH Jessica","Women"
"SCHABER Sarah","Women"
"WINKLER Anne","Women"
"DOEHLA Anneka","Women"
"WOLF Eva","Women"
"SVOBODA Alexandra","Women"
"GIMMLER Laura","Women"
"BELGER Julia","Women"
"SCHRATT Kathrin","Women"
"RAHKOLA Hennariikka","Women"
"SVELANDER Marcus","Men"
"SILFVER Erik","Men"
"LIND Patrik","Men"
"BACKLUND Sebastian","Men"
"BRAENNMARK Viktor","Men"
"LUNDGREN Caroline","Women"
"HANNEMAN Logan","Men"
"EDIC Heather","Women"
"HAERING Celia","Women"
"BLOKHIN Alexander","Men"
"USOLTSEV Evgeniy","Men"
"LAVRENTEV Anton","Men"
"OVCHINNIKOV Evgeniy","Men"
"SHATOKHIN Andrey","Men"
"NOVOSELOVA Olga","Women"
"OLEYNIK Alexandra","Women"
"TAVKAZAKOV Alexey","Men"
"VAFINA Tatiana","Women"
"SHADRINA Liubov","Women"
"KUHBANDNER Benno","Men"
"FEHRENBACH Michael","Men"
"WEISHAEUPL Andreas","Men"
"FAGERLUND Daniel","Men"
"HAGLUND Sandra","Women"
"VENNSTROEM Alexandra","Women"
"LUNDBAECK Peter","Men"
"ARNESSON Peter","Men"
"VOLOTKA Denis","Men"
"ANDREEV Pavel","Men"
"KOVIASHOV Eduard","Men"
"KUZIN Dmitriy","Men"
"HEIMDAL Ingrid Elise","Women"
"RYEN Linn","Women"
"SALMINEN Teemu","Men"
"BROWN Rogan","Men"
"JIRICKOVA Simona","Women"
"ROST Erik","Men"
"ESKELUND Rickard","Men"
"NORDEBO Daniel","Men"
"BYMAN Jonas","Men"
"MEDVEDEVA Evgenia","Women"
"OTTO Christian","Men"
"FELDER Ursula","Women"
"LINDGREN Erik","Men"
"VIGERS Michael","Men"
"SOLBERG Eivind Odden","Men"
"STOCK Daniel","Men"
"ANDERSEN Peter","Men"
"FARSTAD Eirik","Men"
"MOHOLT Magnus","Men"
"LANES Simen","Men"
"RUDIN RESALAND Mats","Men"
"MADSGAARD Mads O.G.","Men"
"HAGEN Martine Ek","Women"
"DALEN Tone","Women"
"SKAR Sindre Bjoernestad","Men"
"MIKALSEN Haakon","Men"
"BROVOLD Erik Bergfald","Men"
"FINES Ola Berg","Men"
"OLDERVOLL Sondre","Men"
"KRISTOFFERSEN Emilie","Women"
"SKARPSNO Eivind","Men"
"BAKKENE Eivind","Men"
"JOHAUG Karstein Jr.","Men"
"BOEDTKER Anders","Men"
"RAMSTAD Haakon","Men"
"BAKKE Henrik","Men"
"GRAVE Nils Magnus Boeen","Men"
"FOSSLI Sondre Turvoll","Men"
"THONER Halvor Korboel","Men"
"PRESTSAETER Sjur","Men"
"ANDERSEN Bendik Persch","Men"
"VESTMO Gisle","Men"
"HEGRENES Martin","Men"
"FRORUD Espen Udjus","Men"
"ERIKSRUD Ole-Vidar","Men"
"FOSNAES Eirik Austgulen","Men"
"KVAALE Barbro","Women"
"SVENDBY Kine Hagelund","Women"
"FLETEN Emilie","Women"
"TORGERSEN Kristine K.","Women"
"MARKSET Anne-Tine","Women"
"SOLLI Tarjei","Men"
"KVELI Espen","Men"
"BREVIK Joergen Bye","Men"
"IVERSEN Emil","Men"
"KABBE Ole-Henrik","Men"
"LUND HANSEN Magne","Men"
"TELEBOND Eirik","Men"
"NYENGET Martin Loewstroem","Men"
"LOEFALD Hallvard","Men"
"OESTNOR Torstein","Men"
"UNDEBAKKE Vidar","Men"
"HAMMER Johan Riseth","Men"
"STROEM Mads Ek","Men"
"DAHLEN Thomas Albertsen","Men"
"ANDERSEN Emil Oliver","Men"
"MIKKELSEN Martin","Men"
"STENSETH Lars","Men"
"AUNE Paal Troean","Men"
"NYDAL Erlend","Men"
"OEVERLAND Petter Rinde","Men"
"SCHWENCKE Fredrik","Men"
"STORSVEEN Stian","Men"
"SKOGSTAD Tor Haakon","Men"
"FRORUD Jonas Udjus","Men"
"HOEGSET Sindre","Men"
"HJELSTUEN Haakon","Men"
"KARLSTAD Haakon","Men"
"GRAV Joergen","Men"
"DOEBLE Andreas","Men"
"WESTGAARD Christian","Men"
"NILSEN Gjermund","Men"
"TORGERSEN Jonas","Men"
"WISETH Marcus","Men"
"HAMMERLUND Sindre S.","Men"
"HOELGAARD Stian","Men"
"BOERNICK Daniel","Men"
"WANGENSTEEN Ole Gunnar","Men"
"MOXNES Einar Flaktveit","Men"
"PALM Sindre Odberg","Men"
"JENSEN Rolf Einar","Men"
"KRISTENSEN Karl Peter","Men"
"BRAATEN Erik","Men"
"BENUM Silje Dahl","Women"
"GRANRUD Britt Torshaug","Women"
"NAKSTAD Maria Stroem","Women"
"MYRSETH Merethe","Women"
"WANGENSTEEN Maren","Women"
"BOEGSETH Tina","Women"
"NILSSEN Tonje Lerfald","Women"
"JOERGENSEN Anniken","Women"
"GRAPE Lovise","Women"
"MOEN Kristine Klaegstad","Women"
"BUGGE Christian Tvedt","Men"
"NYGAARD Andreas","Men"
"ANDREASSEN Solveig Wiggen","Women"
"RUNDGREEN Mathias","Men"
"HANSSEN John Christian D.","Men"
"ERIKSEN Lars Erik","Men"
"MOELLER Martin","Men"
"PETTERSEN Britt","Women"
"HALLSTROEM Simon","Men"
"ALVEBRO Elias","Men"
"HOERNFELDT Rasmus","Men"
"DYVIK Karl-Johan","Men"
"FORSBERG Johan","Men"
"GJEMSE Magnus","Men"
"EMILSSON Haakan","Men"
"ROSENQVIST Claes","Men"
"IVERSEN Mats","Men"
"FJONE Hallvard","Men"
"SORSA Anthony","Men"
"NISKA Niklas","Men"
"ALLERHED Andreas","Men"
"PERSSON Nils","Men"
"NYSTEDT Gustav","Men"
"CASSERLUND Henrik","Men"
"HOLMGREN Daniel","Men"
"KARLSSON Adam","Men"
"BERGQVIST Martin","Men"
"OLSSON Viktor","Men"
"STRINDLUND Erik","Men"
"BRYNTESSON Pierre","Men"
"SVANEBO Simon","Men"
"NILSSON Stina","Women"
"SVAN Julia","Women"
"WIKBERG Emma","Women"
"NORDSTRAND Sara","Women"
"AASANDER-GRAHN Agnes","Women"
"HALLQUIST Sara","Women"
"FALK Maja","Women"
"BOHLIN Madeleine","Women"
"BOEGSETH Hanne","Women"
"IVARSSON Emma","Women"
"LINDBERG Sofia","Women"
"ERIKSSON Sofie","Women"
"HENRIKSSON Matilda","Women"
"IMPOLA Tom","Men"
"OLSSON Daniel","Men"
"IVARS Oscar","Men"
"SEGER Jimmy","Men"
"HANSSON Fredrik","Men"
"SVENSSON Anton","Men"
"KEMPE Harald","Men"
"WIKLUND Emil","Men"
"ERIKSSON Joakim","Men"
"SIEBERS David","Men"
"JONSSON Albin","Men"
"OLANDER Carl","Men"
"OHLSON Pierre","Men"
"KARLSSON Daniel","Men"
"BELDT KARLSSON Marcus","Men"
"NILSSON Josefin","Women"
"OLSSON Katarina","Women"
"ELEBRO Sofie","Women"
"AULAND Clara","Women"
"AXLUND Elin","Women"
"DANNBERG Isabella","Women"
"MODIG Lovisa","Women"
"SUNDIN Lovisa","Women"
"JANJONS Anna","Women"
"DAHLGREN Emma","Women"
"SVENSSON Sofie","Women"
"ERKERS Frida","Women"
"WIKLUND Lena","Women"
"BLOMBACKE Caroline","Women"
"DAHL Julia","Women"
"ERIKSSON Elsa","Women"
"VIKBERG-ELMKVIST Marika","Women"
"HOLMBERG Andreas","Men"
"BAANGMAN Mattias","Men"
"LARSSON Gustav","Men"
"LARSSON Rikard","Men"
"HOLMQVIST Johan","Men"
"SJAELIN Max","Men"
"NORBERG Martin","Men"
"PERSSON Isabelle","Women"
"ELIASSON Magdalena","Women"
"BERGSTROEM Emma","Women"
"PITTSA Sara","Women"
"HALLQUIST Victor","Men"
"JAKELIUNAS Lukas","Men"
"SOLBAKKEN Maja","Women"
"WROBLEWSKI Michal","Men"
"AUNLI Lars Ove","Men"
"DAHLBERG Erik","Men"
"SJOEHOLM August","Men"
"KRISTOFFERSSON Johan","Men"
"KULLBERG Daniel","Men"
"BERGMAN Jonas","Men"
"FREDIKSSON Thobias","Men"
"VUOLLET Eino","Men"
"OJANSIVU Antti","Men"
"ISHIKAWA Kentaroh","Men"
"YUMOTO Takumi","Men"
"JAAMA Mattis","Men"
"MAKI-HEIKKILA Rikhard","Men"
"KALLUNKI Henna","Women"
"LUTTUNEN Janita","Women"
"PITKANEN Elisa","Women"
"RISSANEN Merja","Women"
"IMMONEN Aira-Maarit","Women"
"KOSHEVOY Yevgeniy","Men"
"SERGEEV Alexander","Men"
"PODRUGIN Nikolay","Men"
"KOSCHEEV Alexander","Men"
"DEGTIAREVA Yulia","Women"
"MAZEPKIN Andrey","Men"
"SEDOVA Anastasia","Women"
"HACHIROH Kohsuke","Men"
"HA Tae-Bok","Men"
"NAM Seul-Gi","Women"
"PARK Sang-Yong","Men"
"CHOE Shin-Ae","Women"
"RUOTSALAINEN HIIPAKKA Katja","Women"
"HAKALA Anita","Women"
